재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		12,975,743,762			14,468,310,062	14,159,727,665
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		20,005,971,316			17,852,205,181	19,960,713,108
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		9,865,562,696			474,306,829	3,352,405,875
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		10,140,408,620			17,377,898,352	16,608,307,233
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		198,458,375			-713,768,089	-4,874,595,584
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax	   후속적으로 당기손익으로 재분류되는 항목		221,250,096			535,606,477	317,300,572
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	entity00132804_udf_IS_2021312145440697_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax	      지분법자본변동		1,068,353,605				
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax	      해외사업장환산외환차이(세전기타포괄이익)		-847,103,509			535,606,477	317,300,572
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax	   후속적으로 당기손익으로 재분류되지 않는 항목		-22,791,721			-1,249,374,566	-5,191,896,156
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정요소		-54,825,265			-1,366,001,046	-5,666,472,095
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments	      지분상품투자자산평가손익		21,293,570			116,626,480	474,575,939
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRevaluation	      재평가잉여금		10,739,974				
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		10,338,866,995			16,664,130,263	11,733,711,649
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분		10,190,664,732			17,377,898,352	16,664,316,660
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분		-50,256,112			17,434,729,330	-56,009,427
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업의 소유주지분		10,372,475,492			16,718,799,742	11,787,942,984
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분		-33,608,497			-54,669,479	-54,231,335
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본보통주당이익(손실)		416			700	669
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	entity00132804_udf_IS_2020512141624732_EarningsPerShareAbstract	   기본우선주당이익(손실)		200			750	719
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석보통주당이익(손실)		416			700	666
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[004980]	성신양회	유가증권시장상장법인	233	시멘트, 석회, 플라스터 및 그 제품 제조업	12	2020-12-31	사업보고서	KRW	entity00132804_udf_IS_2020512141625861_EarningsPerShareAbstract	   희석우선주당이익(손실)		200			750	719
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		128,021,963,276			216,856,564,170	220,173,986,736
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		126,238,550,275			209,333,900,234	211,713,155,321
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		1,783,413,001			7,522,663,936	8,460,831,415
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와 관리비		19,208,184,088			20,560,572,034	19,146,773,645
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		-17,424,771,087			-13,037,908,098	-10,685,942,230
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타이익		3,989,982,305			7,156,874,812	5,643,065,840
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		5,948,078,243			5,946,653,986	2,677,792,555
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		244,412,333			425,073,567	235,665,863
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		6,629,667,126			6,539,008,315	4,747,614,765
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		-25,768,121,818			-17,941,622,020	-12,232,617,847
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		445,664,704			-1,735,718,193	789,836,851
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		-26,213,786,522			-16,205,903,827	-13,022,454,698
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업소유주지분		-21,786,939,480			-11,523,600,375	-10,184,821,574
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배주주지분		-4,426,847,042			-4,682,303,452	-2,837,633,124
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		13,061,462,455			398,881,645	97,754,803
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)		12,827,469,112			175,384,988	69,482,542
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)		30,434,621			226,475,309	89,193,083
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	      기타포괄손익- 공정가치 측정 금융자산 평가이익		-4,273,400			-1,622,760	-112,900
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	entity00132868_udf_IS_2021316135839397_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      토지재평가		16,419,312,000				
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	entity00132868_udf_IS_20171110161025984_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익법인세 효과		-3,618,004,109			-49,467,561	-19,597,641
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)		233,993,343			223,496,657	28,272,261
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)		233,993,343			223,496,657	28,272,261
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		-13,152,324,067			-15,807,022,182	-12,924,699,895
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업소유주지분		-8,725,477,025			-11,124,718,730	-10,189,445,975
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배주주지분		-4,426,847,042			-4,682,303,452	-2,787,415,960
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[011300]	성안	유가증권시장상장법인	132	직물직조 및 직물제품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		-405			-214	-189
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		113,756,895,689			118,739,389,893	158,592,173,590
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		107,031,002,618			111,042,415,087	137,109,199,335
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		6,725,893,071			7,696,974,806	21,482,974,255
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		11,447,790,990			12,769,875,822	14,749,445,252
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		-4,721,897,919			-5,072,901,016	6,733,529,003
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타이익		2,837,422,104			3,793,980,664	4,515,871,910
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		2,920,608,237			5,206,090,717	1,379,608,924
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		683,192,015			1,019,124,116	912,881,262
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		257,052,778			374,080,898	432,056,150
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		-4,378,944,815			-5,839,967,851	10,350,617,101
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		604,695,357			457,538,272	-1,555,676,457
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		-3,774,249,458			-5,382,429,579	8,794,940,644
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)		-3,573,948,912			-5,938,788,542	8,506,033,772
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)		-200,300,546			556,358,963	288,906,872
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		-1,581,780,319			-284,463,272	112,660,059
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)		-1,448,191,494			826,969,780	585,697,194
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)		-1,375,308,294			826,969,780	585,697,194
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax	      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익)		-72,883,200			0	0
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)		-133,588,825			-1,111,433,052	-473,037,135
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)		343,123,964			-213,912,608	-354,084,532
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	entity00364306_udf_IS_2019318172057726_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익)		-476,712,789			-897,520,444	-118,952,603
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분		-5,209,070,195			-6,216,188,087	8,607,764,944
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분		-146,959,581			549,295,236	299,835,759
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		-235			-390	549
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[081580]	성우전자	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		-235			-390	549
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		37,915,619,790			32,959,022,422	39,516,945,840
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		30,875,065,222			28,188,903,677	29,758,157,361
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		7,040,554,568			4,770,118,745	9,758,788,479
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	entity00350482_udf_IS_2021316191136210_StatementOfComprehensiveIncomeAbstract	대손상각비		0			46,312,000	-40,713,200
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		1,784,768,163			1,561,522,222	1,769,178,740
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	entity00350482_udf_IS_2017118145648358_StatementOfComprehensiveIncomeAbstract	연구개발비		942,475,366			960,332,376	838,200,223
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		4,313,311,039			2,201,952,147	7,192,122,716
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[045300]	성우테크론	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융이익		1,110,224,576			1,048,299,333	742,737,887
